,area_type,availability,location,size,society,total_sqft,bath,balcony,price(in lakhs),bhk,price_per_sqft
8596,Plot  Area,Ready To Move,Sarjapur  Road,4,NVanat ,1750.0,3.0,1.0,185.0,4.0,10571.42857142857
8597,Super built-up  Area,18-Jul,Banashankari,2,,1000.0,2.0,1.0,50.0,2.0,5000.0
8598,Super built-up  Area,Ready To Move,Banaswadi,2,,1365.0,2.0,2.0,73.0,2.0,5347.985347985348
8599,Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1160.0,2.0,2.0,44.0,2.0,3793.103448275862
8600,Super built-up  Area,Ready To Move,other,2,VBavaai,620.0,2.0,1.0,23.0,2.0,3709.6774193548385
8601,Super built-up  Area,Ready To Move,other,3,,1385.0,2.0,2.0,48.48,3.0,3500.361010830325
8602,Plot  Area,Ready To Move,Vishveshwarya Layout,1,,750.0,1.0,1.0,30.0,1.0,4000.0
8603,Super built-up  Area,18-Apr,other,3,,1250.0,3.0,2.0,44.0,3.0,3520.0
8604,Super built-up  Area,18-Jul,Sarjapur  Road,2,,1194.0,2.0,1.0,57.0,2.0,4773.869346733668
8605,Super built-up  Area,Ready To Move,Nagarbhavi,3,DSesthr,1523.0,2.0,2.0,56.0,3.0,3676.9533814839133
8606,Plot  Area,18-Jun,Channasandra,3,,1200.0,3.0,1.0,67.77,3.0,5647.5
8607,Super built-up  Area,Ready To Move,Kodichikkanahalli,2,,1070.0,2.0,3.0,43.0,2.0,4018.691588785047
8608,Super built-up  Area,Ready To Move,Bannerghatta,2,,1200.0,2.0,2.0,73.2,2.0,6100.0
8609,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,,1172.0,2.0,2.0,75.0,2.0,6399.317406143345
8610,Super built-up  Area,20-Dec,Banashankari,3,,3580.0,3.0,1.0,411.0,3.0,11480.446927374302
8611,Super built-up  Area,18-May,Kasavanhalli,3,,1917.0,3.0,2.0,132.0,3.0,6885.758998435055
8612,Super built-up  Area,Ready To Move,Hebbal,3,Chtert ,1800.0,3.0,2.0,140.0,3.0,7777.777777777777
8613,Super built-up  Area,Ready To Move,HSR Layout,2,NRosete,1145.0,2.0,2.0,46.0,2.0,4017.467248908297
8614,Super built-up  Area,Ready To Move,Marathahalli,2,,1125.0,2.0,2.0,56.8,2.0,5048.888888888889
8615,Super built-up  Area,18-Dec,Hosa Road,3,SJerse ,1680.0,3.0,1.0,101.0,3.0,6011.9047619047615
8616,Built-up  Area,Ready To Move,Yelahanka New Town,2,KHatsFl,860.0,1.0,2.0,31.0,2.0,3604.6511627906975
8617,Super built-up  Area,Ready To Move,Ambalipura,2,Dimes E,1303.0,2.0,2.0,80.0,2.0,6139.677666922486
8618,Super built-up  Area,19-Dec,Devanahalli,3,Jurdsig,1520.0,2.0,1.0,69.76,3.0,4589.473684210527
8619,Super built-up  Area,Ready To Move,Hormavu,2,Srarkha,1200.0,2.0,2.0,68.0,2.0,5666.666666666667
8620,Super built-up  Area,Ready To Move,Akshaya Nagar,2,DLhtsnd,1265.0,2.0,3.0,67.0,2.0,5296.442687747036
8621,Super built-up  Area,Ready To Move,Marathahalli,2,Inden O,1065.0,2.0,2.0,55.0,2.0,5164.319248826291
8622,Super built-up  Area,Ready To Move,Doddaballapur,4,,1690.0,3.0,2.0,80.0,4.0,4733.7278106508875
8623,Super built-up  Area,Ready To Move,Bommanahalli,3,AxinoCi,1850.0,3.0,2.0,90.0,3.0,4864.864864864865
8624,Super built-up  Area,Ready To Move,Akshaya Nagar,2,Javasi ,1300.0,2.0,1.0,54.0,2.0,4153.846153846154
8625,Super built-up  Area,Ready To Move,Whitefield,2,SMuilan,1187.0,2.0,1.0,38.0,2.0,3201.3479359730413
8626,Super built-up  Area,Ready To Move,other,2,,1100.0,2.0,3.0,61.0,2.0,5545.454545454545
8627,Super built-up  Area,Ready To Move,Gunjur,2,MyhtsHe,1071.0,2.0,1.0,51.0,2.0,4761.9047619047615
8628,Super built-up  Area,Ready To Move,Hegde Nagar,3,SoisoCa,2144.6,4.0,2.0,145.0,3.0,6761.167583698592
8629,Super built-up  Area,Ready To Move,Kanakpura Road,2,PuandHi,1339.0,2.0,2.0,58.0,2.0,4331.59073935773
8630,Super built-up  Area,21-Dec,Kanakpura Road,1,PrarePa,525.0,1.0,1.0,26.0,1.0,4952.380952380952
8631,Built-up  Area,Ready To Move,Shampura,2,Koillph,1187.0,2.0,2.0,42.0,2.0,3538.3319292333613
8632,Super built-up  Area,Ready To Move,Jalahalli,3,Prensin,1932.0,4.0,3.0,135.0,3.0,6987.577639751553
8633,Built-up  Area,Ready To Move,other,1,,1200.0,1.0,0.0,69.0,1.0,5750.0
8634,Super built-up  Area,Ready To Move,5th Phase JP Nagar,3,,1240.0,3.0,2.0,60.0,3.0,4838.709677419355
8635,Super built-up  Area,Ready To Move,Horamavu Agara,2,Suise S,1145.0,2.0,1.0,41.21,2.0,3599.126637554585
8636,Super built-up  Area,Ready To Move,other,2,SVstos ,1160.0,2.0,2.0,75.0,2.0,6465.517241379311
8637,Built-up  Area,Ready To Move,Electronic City,1,,700.0,1.0,1.0,35.0,1.0,5000.0
8638,Plot  Area,Ready To Move,Sarjapur,4,Puodsm ,2970.0,3.0,3.0,130.0,4.0,4377.104377104377
8639,Super built-up  Area,Ready To Move,Old Madras Road,2,Sastaat,1299.0,2.0,2.0,95.0,2.0,7313.317936874519
8640,Built-up  Area,Ready To Move,other,1,,800.0,1.0,0.0,72.0,1.0,9000.0
8641,Super built-up  Area,Ready To Move,HRBR Layout,3,,1567.0,3.0,3.0,90.0,3.0,5743.458838544991
8642,Super built-up  Area,Ready To Move,Tumkur Road,3,Sahtsva,1354.0,3.0,1.0,85.86,3.0,6341.211225997045
8643,Super built-up  Area,Ready To Move,Nagavarapalya,2,,1260.0,2.0,2.0,85.5,2.0,6785.714285714285
8644,Super built-up  Area,Ready To Move,other,3,Bltonin,2150.0,4.0,,240.0,3.0,11162.790697674418
8645,Super built-up  Area,19-Dec,Yelahanka,2,Goues A,1260.0,2.0,2.0,59.2,2.0,4698.412698412699
8646,Built-up  Area,Ready To Move,Bommasandra,2,Vaodspe,877.0,2.0,2.0,30.0,2.0,3420.752565564424
8647,Super built-up  Area,Ready To Move,other,3,,1595.0,3.0,2.0,70.39,3.0,4413.166144200627
8648,Built-up  Area,Ready To Move,other,2,Saarea ,1405.0,2.0,2.0,70.0,2.0,4982.20640569395
8649,Built-up  Area,Ready To Move,other,5,,4200.0,5.0,2.0,225.0,5.0,5357.142857142857
8650,Super built-up  Area,21-Jan,Tumkur Road,2,Sapus S,1239.0,2.0,1.0,82.0,2.0,6618.240516545601
8651,Super built-up  Area,Ready To Move,Thanisandra,2,,1200.0,2.0,2.0,46.0,2.0,3833.3333333333335
8652,Super built-up  Area,Ready To Move,Doddathoguru,2,Saaveas,1104.0,2.0,2.0,39.0,2.0,3532.608695652174
8653,Super built-up  Area,Ready To Move,Thanisandra,2,MenueNo,1185.0,2.0,2.0,45.0,2.0,3797.46835443038
8654,Super built-up  Area,19-Sep,Yelahanka New Town,4,,2095.0,3.0,1.0,109.0,4.0,5202.863961813842
8655,Built-up  Area,Ready To Move,Attibele,3,,2400.0,3.0,3.0,120.0,3.0,5000.0
8656,Super built-up  Area,Ready To Move,Yeshwanthpur,3,GoandAc,1850.0,3.0,3.0,100.0,3.0,5405.405405405405
8657,Super built-up  Area,Ready To Move,1st Phase JP Nagar,4,,4550.0,2.0,1.0,240.0,4.0,5274.725274725275
8658,Super built-up  Area,19-Mar,other,3,,1865.0,4.0,2.0,140.0,3.0,7506.702412868633
8659,Super built-up  Area,Ready To Move,other,2,,1296.0,2.0,2.0,70.0,2.0,5401.234567901234
8660,Super built-up  Area,Ready To Move,Hormavu,3,Ocock R,1500.0,3.0,3.0,70.0,3.0,4666.666666666667
8661,Built-up  Area,Ready To Move,JP Nagar,3,,1150.0,2.0,2.0,49.9,3.0,4339.130434782609
8662,Super built-up  Area,Ready To Move,Anekal,2,,888.0,2.0,1.0,34.0,2.0,3828.828828828829
8663,Super built-up  Area,17-Aug,Thanisandra,2,Bhmesy ,1296.0,2.0,3.0,80.0,2.0,6172.83950617284
8664,Super built-up  Area,Ready To Move,Munnekollal,3,,1800.0,3.0,3.0,65.0,3.0,3611.1111111111113
8665,Super built-up  Area,Ready To Move,Hebbal,2,Prersis,1349.0,2.0,1.0,97.8,2.0,7249.814677538918
8666,Super built-up  Area,Ready To Move,other,2,MyigePr,1140.0,2.0,2.0,49.0,2.0,4298.245614035088
8667,Super built-up  Area,Ready To Move,Hebbal,2,Ratlet ,1040.0,2.0,1.0,50.0,2.0,4807.692307692308
8668,Super built-up  Area,Ready To Move,ITPL,2,Samukja,907.0,2.0,0.0,55.43,2.0,6111.35611907387
8669,Super built-up  Area,Ready To Move,Hennur,2,,1255.0,2.0,1.0,54.5,2.0,4342.629482071713
8670,Super built-up  Area,Ready To Move,other,3,,1355.0,3.0,1.0,61.0,3.0,4501.845018450184
8671,Super built-up  Area,Ready To Move,Ardendale,4,AWharde,2062.0,3.0,,140.0,4.0,6789.524733268671
8672,Super built-up  Area,18-May,Kadugodi,3,Alestrb,1762.0,3.0,3.0,110.0,3.0,6242.905788876277
8673,Super built-up  Area,17-Dec,Seegehalli,2,,1118.0,2.0,2.0,37.5,2.0,3354.2039355992843
8674,Super built-up  Area,Ready To Move,Bellandur,3,OriewLa,1830.0,3.0,3.0,89.0,3.0,4863.3879781420765
8675,Super built-up  Area,Ready To Move,Budigere,3,PrityTr,1820.0,3.0,2.0,85.2,3.0,4681.318681318681
8676,Super built-up  Area,Ready To Move,AECS Layout,2,Kamesar,1028.0,2.0,1.0,42.0,2.0,4085.603112840467
8677,Plot  Area,18-Dec,Whitefield,2,,1200.0,2.0,2.0,46.13,2.0,3844.1666666666665
8678,Super built-up  Area,Ready To Move,other,2,,905.0,2.0,2.0,50.0,2.0,5524.861878453039
8679,Super built-up  Area,18-Apr,Kadugodi,2,Alestrb,1314.0,2.0,3.0,83.0,2.0,6316.590563165905
8680,Built-up  Area,Ready To Move,Kammanahalli,5,,2845.0,5.0,1.0,140.0,5.0,4920.91388400703
8681,Super built-up  Area,18-Aug,Ramagondanahalli,2,ViistLa,1151.0,2.0,2.0,46.0,2.0,3996.524761077324
8682,Super built-up  Area,Ready To Move,Sarjapur  Road,2,Usquaya,1025.0,2.0,2.0,45.5,2.0,4439.024390243902
8683,Super built-up  Area,Ready To Move,Rayasandra,3,Amlisai,1458.0,3.0,2.0,60.0,3.0,4115.22633744856
8684,Super built-up  Area,Ready To Move,Jakkur,2,BrdgeNo,1290.0,2.0,1.0,80.0,2.0,6201.550387596899
8685,Built-up  Area,Ready To Move,other,6,,2700.0,4.0,2.0,214.0,6.0,7925.925925925926
8686,Super built-up  Area,Ready To Move,Kaggadasapura,3,,1400.0,2.0,2.0,68.0,3.0,4857.142857142857
8687,Super built-up  Area,Ready To Move,other,3,Ranor M,1800.0,3.0,1.0,130.0,3.0,7222.222222222223
8688,Super built-up  Area,Ready To Move,R.T. Nagar,3,,1560.0,3.0,2.0,85.0,3.0,5448.717948717948
8689,Super built-up  Area,Ready To Move,Hulimavu,2,Reiteee,1127.0,2.0,1.0,65.0,2.0,5767.524401064774
8690,Super built-up  Area,18-Apr,Hebbal,3,Magiaya,1355.0,3.0,1.0,83.87,3.0,6189.667896678967
8691,Plot  Area,Ready To Move,1st Phase JP Nagar,2,,1566.0,2.0,0.0,180.0,2.0,11494.252873563219
8692,Super built-up  Area,Ready To Move,Haralur Road,4,SoronSa,3400.0,5.0,3.0,240.0,4.0,7058.823529411765
8693,Plot  Area,18-Jul,Channasandra,3,,1500.0,3.0,1.0,61.95,3.0,4130.0
8694,Super built-up  Area,Ready To Move,Sarjapur  Road,3,Klark L,1787.0,3.0,2.0,125.0,3.0,6994.963626189144
8695,Super built-up  Area,Ready To Move,Dasanapura,2,Tavenew,814.0,2.0,1.0,53.0,2.0,6511.056511056511
8696,Super built-up  Area,Ready To Move,Uttarahalli,2,SLnssPr,1160.0,2.0,2.0,40.58,2.0,3498.2758620689656
8697,Built-up  Area,Ready To Move,other,3,Dhise P,1605.0,2.0,3.0,85.0,3.0,5295.95015576324
8698,Super built-up  Area,Ready To Move,Kanakpura Road,3,Niacesa,1507.0,2.0,3.0,95.0,3.0,6303.9150630391505
8699,Built-up  Area,Ready To Move,Karuna Nagar,3,CoinoCu,1962.0,3.0,2.0,175.0,3.0,8919.469928644241
8700,Carpet  Area,Ready To Move,other,2,Malmsri,1103.0,2.0,1.0,55.0,2.0,4986.400725294651
8701,Super built-up  Area,Ready To Move,Uttarahalli,3,,1390.0,2.0,2.0,60.47,3.0,4350.359712230216
8702,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,,1272.0,2.0,2.0,51.5,2.0,4048.7421383647797
8703,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2,,1200.0,2.0,1.0,68.0,2.0,5666.666666666667
8704,Super built-up  Area,Ready To Move,R.T. Nagar,2,,970.0,2.0,1.0,55.0,2.0,5670.103092783505
8705,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,,995.0,2.0,1.0,49.8,2.0,5005.025125628141
8706,Super built-up  Area,Ready To Move,Electronic City,1,Sidin J,605.0,1.0,1.0,22.0,1.0,3636.3636363636365
8707,Super built-up  Area,Ready To Move,Hennur Road,3,ChionCo,1586.0,3.0,3.0,93.94,3.0,5923.076923076923
8708,Super built-up  Area,Ready To Move,Hormavu,2,,965.0,2.0,2.0,37.15,2.0,3849.740932642487
8709,Super built-up  Area,Ready To Move,Hennur Road,2,Mileeou,1385.0,2.0,1.0,83.09,2.0,5999.27797833935
8710,Super built-up  Area,19-Mar,Hosa Road,3,Skume R,1332.0,2.0,1.0,86.12,3.0,6465.465465465465
8711,Super built-up  Area,Ready To Move,Kannamangala,2,VBownre,957.0,2.0,1.0,55.0,2.0,5747.126436781609
8712,Plot  Area,Ready To Move,other,4,,1200.0,3.0,2.0,85.0,4.0,7083.333333333333
8713,Super built-up  Area,Ready To Move,other,3,,1495.0,3.0,2.0,90.0,3.0,6020.066889632107
8714,Super built-up  Area,18-Dec,Haralur Road,3,SNnia E,1810.0,3.0,2.0,97.83,3.0,5404.972375690608
8715,Super built-up  Area,Ready To Move,Subramanyapura,2,Chllsev,1313.0,2.0,2.0,66.5,2.0,5064.737242955065
8716,Super built-up  Area,Ready To Move,Banaswadi,2,,1250.0,2.0,0.0,60.0,2.0,4800.0
8717,Super built-up  Area,Ready To Move,Sarjapur  Road,2,Maantr ,1314.0,2.0,2.0,110.0,2.0,8371.38508371385
8718,Super built-up  Area,Ready To Move,Electronic City,2,DSgmax ,1210.0,2.0,1.0,54.0,2.0,4462.809917355372
8719,Plot  Area,Ready To Move,Varthur Road,4,,1300.0,3.0,0.0,75.0,4.0,5769.2307692307695
8720,Super built-up  Area,Ready To Move,Koramangala,3,Proodt ,1744.0,4.0,1.0,210.0,3.0,12041.284403669724
8721,Super built-up  Area,18-May,Whitefield,2,SMuilan,1130.0,2.0,1.0,42.16,2.0,3730.973451327434
8722,Built-up  Area,Ready To Move,Marathahalli,2,Cores V,1350.0,2.0,2.0,60.0,2.0,4444.444444444444
8723,Super built-up  Area,Ready To Move,Electronic City,3,GMown E,1360.0,2.0,1.0,71.0,3.0,5220.588235294118
8724,Built-up  Area,Ready To Move,Padmanabhanagar,2,,1176.0,2.0,0.0,62.0,2.0,5272.108843537415
8725,Super built-up  Area,Ready To Move,Banashankari Stage V,3,,1300.0,2.0,1.0,58.5,3.0,4500.0
8726,Built-up  Area,Ready To Move,Hormavu,4,,3000.0,4.0,0.0,100.0,4.0,3333.3333333333335
8727,Super built-up  Area,Ready To Move,Green Glen Layout,3,SoosePr,1715.0,3.0,2.0,105.0,3.0,6122.448979591837
8728,Super built-up  Area,Ready To Move,other,3,,1400.0,3.0,2.0,90.0,3.0,6428.571428571428
8729,Built-up  Area,Ready To Move,Kanakapura,2,,1340.0,2.0,2.0,65.0,2.0,4850.746268656716
8730,Super built-up  Area,19-Apr,Yelahanka,2,LedorSa,1330.0,2.0,1.0,93.65,2.0,7041.353383458647
8731,Super built-up  Area,Ready To Move,Banashankari,3,Bregae ,1650.0,3.0,2.0,101.0,3.0,6121.212121212121
8732,Plot  Area,Ready To Move,Whitefield,3,,1808.0,4.0,0.0,80.0,3.0,4424.778761061947
8733,Super built-up  Area,Ready To Move,Jakkur,3,HRaniIb,1650.0,3.0,2.0,111.0,3.0,6727.272727272727
8734,Super built-up  Area,Ready To Move,Anekal,2,,620.0,2.0,1.0,22.0,2.0,3548.3870967741937
8735,Super built-up  Area,Ready To Move,other,2,Saersel,1175.0,2.0,2.0,52.86,2.0,4498.723404255319
8736,Super built-up  Area,Ready To Move,Anekal,3,,997.0,3.0,2.0,55.0,3.0,5516.5496489468405
8737,Super built-up  Area,Ready To Move,Hebbal,4,Brium C,4000.0,6.0,1.0,370.0,4.0,9250.0
8738,Super built-up  Area,Ready To Move,other,3,,1485.0,2.0,3.0,110.0,3.0,7407.407407407408
8739,Super built-up  Area,Ready To Move,Harlur,2,Prncyrn,1174.0,2.0,1.0,78.0,2.0,6643.9522998296425
8740,Super built-up  Area,Ready To Move,Vidyaranyapura,2,Unentsi,1200.0,2.0,1.0,42.0,2.0,3500.0
8741,Super built-up  Area,Ready To Move,Kaikondrahalli,3,,1605.0,3.0,3.0,105.0,3.0,6542.056074766355
8742,Super built-up  Area,Ready To Move,other,3,ViisePa,1455.0,2.0,2.0,56.0,3.0,3848.7972508591065
8743,Super built-up  Area,22-Jun,Hoodi,2,GoAirej,1196.0,2.0,2.0,94.42,2.0,7894.648829431439
8744,Built-up  Area,Ready To Move,other,4,Prsisge,4800.0,4.0,3.0,420.0,4.0,8750.0
8745,Super built-up  Area,18-Apr,other,2,,1200.0,2.0,2.0,75.0,2.0,6250.0
8746,Super built-up  Area,18-Aug,other,2,,1070.0,2.0,2.0,38.9,2.0,3635.5140186915887
8747,Super built-up  Area,Ready To Move,AECS Layout,3,,1800.0,3.0,3.0,65.0,3.0,3611.1111111111113
8748,Super built-up  Area,Ready To Move,other,3,,1681.0,3.0,3.0,69.0,3.0,4104.699583581201
8749,Super built-up  Area,17-Jul,Anandapura,3,ViensRK,1576.0,3.0,2.0,59.1,3.0,3750.0
8750,Super built-up  Area,Ready To Move,Yelahanka,3,Pyikad ,1355.0,2.0,2.0,51.5,3.0,3800.7380073800737
8751,Super built-up  Area,20-Sep,Whitefield,3,Goted U,2140.0,3.0,2.0,139.0,3.0,6495.327102803738
8752,Built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1250.0,3.0,3.0,62.6,3.0,5008.0
8753,Super built-up  Area,18-Jun,other,2,,1165.0,2.0,2.0,45.0,2.0,3862.6609442060085
8754,Super built-up  Area,Ready To Move,Hennur Road,2,AdestAs,1153.0,2.0,1.0,43.0,2.0,3729.4015611448394
8755,Super built-up  Area,18-Jan,KR Puram,3,,1455.0,3.0,2.0,46.0,3.0,3161.512027491409
8756,Super built-up  Area,Ready To Move,Yelahanka,2,Apows M,1050.0,2.0,1.0,45.0,2.0,4285.714285714285
8757,Built-up  Area,Ready To Move,Nagarbhavi,3,Vaows M,1400.0,2.0,1.0,85.0,3.0,6071.428571428572
8758,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,Rencyes,1070.0,2.0,1.0,48.0,2.0,4485.981308411215
8759,Super built-up  Area,Ready To Move,Thanisandra,3,G conTh,2280.0,4.0,2.0,184.0,3.0,8070.175438596491
8760,Built-up  Area,Ready To Move,Kammasandra,2,Puitea ,990.0,2.0,1.0,31.5,2.0,3181.818181818182
8761,Super built-up  Area,18-Dec,Hebbal,3,Magiaya,1355.0,3.0,2.0,83.87,3.0,6189.667896678967
8762,Super built-up  Area,Ready To Move,Kaggalipura,2,Baowsig,950.0,2.0,1.0,48.0,2.0,5052.631578947368
8763,Super built-up  Area,Ready To Move,OMBR Layout,2,,1165.0,2.0,2.0,88.5,2.0,7596.56652360515
8764,Built-up  Area,Ready To Move,Malleshwaram,2,,600.0,1.0,0.0,68.0,2.0,11333.333333333334
8765,Super built-up  Area,Ready To Move,Rachenahalli,3,Sovar S,1550.0,2.0,2.0,73.5,3.0,4741.935483870968
8766,Super built-up  Area,18-Mar,Kothanur,2,,1140.0,2.0,2.0,56.0,2.0,4912.2807017543855
8767,Built-up  Area,Ready To Move,other,3,,1450.0,2.0,2.0,85.0,3.0,5862.068965517241
8768,Plot  Area,18-May,Chikka Tirupathi,3,Theanmp,3297.0,3.0,1.0,135.0,3.0,4094.631483166515
8769,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2,NDpalSe,1146.0,2.0,3.0,55.0,2.0,4799.301919720768
8770,Super built-up  Area,Ready To Move,Ardendale,2,AWharde,1224.0,2.0,2.0,67.0,2.0,5473.856209150327
8771,Built-up  Area,Ready To Move,Kodigehaali,3,Shyas S,1320.0,3.0,0.0,65.0,3.0,4924.242424242424
8772,Super built-up  Area,21-May,Kanakpura Road,2,GolusLi,1090.0,2.0,1.0,54.54,2.0,5003.6697247706425
8773,Super built-up  Area,Ready To Move,Hennur,3,SLureSi,1345.0,2.0,1.0,69.0,3.0,5130.111524163569
8774,Super built-up  Area,18-Dec,Old Airport Road,4,Jaades ,3504.0,4.0,,262.0,4.0,7477.16894977169
8775,Super built-up  Area,Ready To Move,other,3,Jants V,1900.0,3.0,3.0,160.0,3.0,8421.052631578947
8776,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GRvanun,1235.0,2.0,1.0,75.0,2.0,6072.8744939271255
8777,Super built-up  Area,Ready To Move,Sarjapur  Road,4,Vaunei ,4111.0,4.0,1.0,310.0,4.0,7540.744344441741
8778,Super built-up  Area,Ready To Move,Gunjur,3,,1356.0,2.0,3.0,66.0,3.0,4867.256637168141
8779,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2,Soe 2as,1090.0,2.0,1.0,37.0,2.0,3394.4954128440368
8780,Super built-up  Area,Ready To Move,Thanisandra,2,MenueNo,1185.0,2.0,2.0,42.6,2.0,3594.9367088607596
8781,Super built-up  Area,Ready To Move,Padmanabhanagar,2,ACersd ,1258.0,2.0,2.0,115.0,2.0,9141.494435612083
8782,Super built-up  Area,Ready To Move,Amruthahalli,2,,1340.0,2.0,1.0,75.0,2.0,5597.014925373134
8783,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,Apise P,935.0,2.0,2.0,39.0,2.0,4171.122994652406
8784,Built-up  Area,21-Dec,other,3,,1750.0,3.0,2.0,58.0,3.0,3314.285714285714
8785,Plot  Area,Ready To Move,Akshaya Nagar,4,,1410.0,4.0,2.0,160.0,4.0,11347.517730496455
8786,Built-up  Area,Ready To Move,Kanakpura Road,2,,1140.0,2.0,1.0,65.0,2.0,5701.754385964912
8787,Super built-up  Area,Ready To Move,Anekal,2,Sraveks,1035.0,2.0,2.0,38.3,2.0,3700.483091787439
8788,Super built-up  Area,Ready To Move,Nagarbhavi,3,,1400.0,2.0,2.0,135.0,3.0,9642.857142857143
8789,Super built-up  Area,Ready To Move,Electronic City,2,GMown E,770.0,1.0,1.0,40.0,2.0,5194.805194805195
8790,Super built-up  Area,Ready To Move,Electronic City,2,PaanaCh,1125.0,2.0,1.0,58.0,2.0,5155.555555555556
8791,Built-up  Area,Ready To Move,other,3,,1440.0,3.0,2.0,65.8,3.0,4569.444444444444
8792,Super built-up  Area,18-Jun,1st Block Jayanagar,3,,1630.0,3.0,2.0,194.0,3.0,11901.840490797545
8793,Super built-up  Area,21-Dec,other,2,,950.0,2.0,2.0,50.0,2.0,5263.1578947368425
8794,Super built-up  Area,21-Jun,Tumkur Road,1,Coowsri,700.0,1.0,0.0,30.09,1.0,4298.571428571428
8795,Super built-up  Area,18-Aug,5th Phase JP Nagar,2,,1070.0,2.0,2.0,39.0,2.0,3644.8598130841124
8796,Super built-up  Area,Ready To Move,Thanisandra,2,SLaceda,1140.0,2.0,1.0,39.0,2.0,3421.0526315789475
8797,Super built-up  Area,Ready To Move,Yeshwanthpur,2,IBityin,1167.0,2.0,2.0,64.08,2.0,5491.002570694088
8798,Built-up  Area,Ready To Move,Mico Layout,2,,800.0,2.0,1.0,80.0,2.0,10000.0
8799,Super built-up  Area,18-Dec,Sarjapur,2,Kinuerg,1242.5,2.0,0.0,43.49,2.0,3500.201207243461
8800,Super built-up  Area,Ready To Move,Electronic City,2,Prarkun,1363.0,2.0,1.0,79.0,2.0,5796.038151137197
8801,Super built-up  Area,19-Dec,Jakkur,3,Ceezey ,1865.0,3.0,1.0,124.0,3.0,6648.793565683646
8802,Super built-up  Area,Ready To Move,Rajiv Nagar,2,PuoodSk,1330.0,2.0,1.0,93.0,2.0,6992.481203007519
8803,Super built-up  Area,Ready To Move,Gottigere,3,Srtusi ,1460.0,2.0,2.0,65.0,3.0,4452.054794520548
8804,Super built-up  Area,18-Jan,8th Phase JP Nagar,2,,1059.0,2.0,2.0,34.5,2.0,3257.790368271955
8805,Super built-up  Area,Ready To Move,Whitefield,4,T ZedZe,3537.0,5.0,3.0,210.0,4.0,5937.234944868533
8806,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,,1400.0,2.0,2.0,48.0,3.0,3428.5714285714284
8807,Built-up  Area,Ready To Move,other,4,,2400.0,4.0,1.0,150.0,4.0,6250.0
8808,Super built-up  Area,Ready To Move,other,2,,1065.0,2.0,3.0,50.0,2.0,4694.835680751174
8809,Super built-up  Area,18-Jan,Sarjapur  Road,1,SJityaz,702.0,1.0,1.0,52.0,1.0,7407.407407407408
8810,Built-up  Area,Ready To Move,other,3,,1250.0,2.0,1.0,77.13,3.0,6170.4
8811,Super built-up  Area,Ready To Move,Varthur,2,DSingSt,1035.0,2.0,1.0,60.0,2.0,5797.101449275362
8812,Super built-up  Area,Ready To Move,other,2,Pridel ,1056.0,2.0,2.0,55.0,2.0,5208.333333333333
8813,Super built-up  Area,Ready To Move,other,2,,1400.0,2.0,2.0,65.0,2.0,4642.857142857143
8814,Super built-up  Area,Ready To Move,other,2,,1400.0,2.0,2.0,60.0,2.0,4285.714285714285
8815,Super built-up  Area,Ready To Move,other,2,,1190.0,2.0,2.0,41.0,2.0,3445.378151260504
8816,Super built-up  Area,Ready To Move,Varthur,2,DSingSt,1111.0,2.0,2.0,41.88,2.0,3769.57695769577
8817,Super built-up  Area,Ready To Move,Rayasandra,3,MJeusyl,1373.0,3.0,2.0,72.0,3.0,5243.991260014566
8818,Super built-up  Area,Ready To Move,Hosur Road,4,Saageat,2835.0,4.0,0.0,241.0,4.0,8500.881834215168
8819,Super built-up  Area,21-Dec,Abbigere,2,,880.0,2.0,1.0,35.0,2.0,3977.2727272727275
8820,Super built-up  Area,Ready To Move,Kanakpura Road,3,SoapeSu,1420.0,2.0,2.0,75.0,3.0,5281.69014084507
8821,Super built-up  Area,Ready To Move,Bannerghatta Road,2,,1218.0,2.0,1.0,73.0,2.0,5993.431855500821
8822,Super built-up  Area,18-Aug,Kanakapura,2,GoityEt,1283.0,2.0,2.0,68.0,2.0,5300.077942322681
8823,Super built-up  Area,20-Aug,Begur Road,3,Pruthg ,1634.0,3.0,1.0,111.0,3.0,6793.145654834761
8824,Super built-up  Area,Ready To Move,Nagarbhavi,2,,1145.0,2.0,2.0,40.0,2.0,3493.4497816593885
8825,Super built-up  Area,Ready To Move,Dommasandra,2,Asene S,1200.0,2.0,2.0,50.0,2.0,4166.666666666667
8826,Super built-up  Area,Ready To Move,Ardendale,3,SoystAm,1732.46,3.0,2.0,92.0,3.0,5310.367916142364
8827,Super built-up  Area,19-Dec,Whitefield,2,Goted U,1485.0,2.0,1.0,90.0,2.0,6060.606060606061
